ano,semana,distrito,ubigeo,total_casos,temp_min_semana,population,temp_min_lag1,temp_min_lag2,temp_min_lag3,temp_min_lag4,temp_min_lag5,temp_min_lag6,temp_min_lag7
2017,5,CONTAMANA,160601.0,0,20.226058539701043,23883,20.301011813538548,20.849689656175887,20.871765356993805,20.47456698776553,,,
2017,5,EMILIO SAN MARTIN,160504.0,0,21.820214335123715,6089,21.473290274799755,22.56435623642823,22.184278623213707,22.01062619069104,,,
2017,5,FERNANDO LORES,160103.0,0,21.946247541219503,13875,22.173376414973195,22.123974545025888,22.263342273895173,22.260247254158003,,,
2017,5,INAHUAYA,160602.0,0,20.996713524943036,1738,20.600538836917075,22.0753898230102,22.1669772947354,21.650907271977538,,,
2017,5,INDIANA,160104.0,0,21.99997544648605,10134,22.243374027896483,22.66571188657441,22.24207864391688,22.6668274830686,,,
2017,5,IQUITOS,160101.0,2,22.084207213631757,146853,22.339919388561245,22.324903292649683,22.283758701731585,22.316423265861765,,,
2017,5,JEBEROS,160205.0,0,21.713057729497063,3900,21.2692839135008,21.942577579247704,22.19867455563276,22.09679395662582,,,
2017,5,JENARO HERRERA,160510.0,0,22.049190164315075,4608,22.36964720159512,22.74518856873599,22.670167487664283,22.66917900443327,,,
2017,5,LAGUNAS,160206.0,0,21.63472831252644,12033,21.304051613637423,21.77118154724636,22.3019377313253,22.36788500198731,,,
2017,5,LAS AMAZONAS,160105.0,0,22.12064261854647,8032,21.96463523920597,22.73932029687985,22.44504486495734,22.59967756582092,,,
2017,5,MANSERICHE,160703.0,0,20.238141345140686,8421,20.768009174972853,20.57872549362237,20.613608886389077,20.931021608588367,,,
2017,5,MAQUIA,160505.0,0,21.642105505544905,7304,21.210220867263747,22.41350382457017,22.071231510572492,21.95762463187144,,,
2017,5,MAZAN,160106.0,1,21.89818235731646,12181,22.00790325933008,22.650517972176115,22.339852762469448,22.40755947784581,,,
2017,5,MORONA,160704.0,0,21.01968781141148,4191,21.76341134396792,21.89180100494608,21.55930644310816,21.86027306234591,,,
2017,5,NAPO,160107.0,0,21.930207664913937,15003,21.614279985803886,22.585120712269585,22.018131438517383,22.37453408977684,,,
2017,5,NAUTA,160301.0,1,22.32440562106517,29963,22.25545143386814,22.707997886402723,22.464239956747928,22.558715194561877,,,
2017,5,PADRE MARQUEZ,160603.0,0,21.571629957705667,3697,20.984095306126548,22.49283082638461,21.92299267765301,22.04411290481657,,,
2017,5,PAMPA HERMOSA,160604.0,0,19.0251501217822,5388,19.362185585169293,19.78941979074594,19.857855273739748,19.52753772345344,,,
2017,5,PARINARI,160302.0,0,21.878831342329168,6085,21.78932057297791,22.407253360106445,22.377130657061272,22.352927029187896,,,
2017,5,PASTAZA,160705.0,0,21.522712243156715,5078,21.45088466518887,21.972495311494544,22.526145199299183,22.14762646567732,,,
2017,5,PEBAS,160402.0,0,22.59322614971544,11079,21.78024829538105,22.671123556422742,22.089702924603003,22.34474205436665,,,
2017,5,PUINAHUA,160506.0,0,21.89457302039584,4372,21.317879420032927,22.36125665832133,22.10449522386729,22.301910980101045,,,
2017,5,PUNCHANA,160108.0,6,21.749979162748755,75210,21.98621672064096,22.47459170649216,22.48872156163342,22.24924085014293,,,
2017,5,PUTUMAYO,160801.0,0,22.418997323094462,3666,21.60508575233137,22.6537786533264,21.968518373618583,22.639759157861043,,,
2017,5,RAMON CASTILLA,160401.0,0,22.37949512237744,19178,21.801687461225765,22.531633373054103,22.454269990364786,22.561358448492346,,,
2017,5,REQUENA,160501.0,0,21.973818567260167,25313,22.18470873558283,22.669983733752822,22.578576724761465,22.45997341635163,,,
2017,5,ROSA PANDURO,160802.0,0,22.197331876583203,520,21.819127892789236,22.31275043763865,21.67212285697963,22.29236498744605,,,
2017,5,SAN JUAN BAUTISTA,160113.0,3,22.27841748865698,127005,22.11065623202637,22.078027552585915,22.354088100158563,22.38451035502874,,,
2017,5,SAN PABLO,160404.0,0,22.56388703188441,10449,22.064353739565306,22.70052166102681,22.31002000760786,22.650838498314087,,,
2017,5,SANTA CRUZ,160210.0,0,21.481330788882996,3967,20.55419613456121,21.495316706301708,22.064159673028016,22.135189430163877,,,
